text,sentiment
The siding was upgraded to a better model and everything went smoothly.,2
The windows was repaired today but more work may be needed.,2
The tile was updated with new materials and everything went smoothly.,2
The old chimney was repaired today and the team handled it well.,2
The tile is typical for this type of home,1
"According to the contractor, The air ducts was repaired today",2
The fireplace is typical for this type of home,1
The fridge was upgraded to a better model,2
The stairs is broken which improved the home value.,0
The countertop is cracked and unstable which was surprising.,0
The attic insulation is warped from water damage,0
"Last week, The air ducts was cleaned and repaired as expected.",2
The patio is typical for this type of home and the team handled it well.,1
The basement was inspected,1
The water heater is typical for this type of home,1
"Last week, The modern sprinkler system is falling apart",0
The basement was repaired today,2
The worn dishwasher was checked for issues,1
The chimney finally works perfectly,2
The deck was reviewed during the walkthrough,1
The roof was cleaned and repaired which improved teh home value.,2
The backyard is cracked and unstable,0
"This morning, The modern plumbing was serviced and now runs smoothly and the homeowner approved it.",2
"According to the contractor, The chimney is clogged and unusable",0
"Recently, The chimney was measured and documented and it was documented.",1
The patio is scheduled for maintenance and it caused some delays.,1
The damaged driveway was cleaned and repaired,2
The dirty HVAC unit is leaking badly,0
The fridge is warped from water damage,0
"In the report, The gutters is typical for this type of home as expected.",1
The basement is older but functional,1
"During the inspection, The light gutters is unsafe to use",0
The gutters is broken and the homeowner approved it.,0
"In the report, The porch is part of the main structure and it caused some delays.",1
"Last week, The heavy tile is malfunctioning which improved the home value.",0
"In the report, The dirty stairs is cracked and unstable",0
"Yesterday, The solar panels was completely replaced",2
The updated oven is cracked and unstable,0
"According to teh contractor, The ceiling is warped from water damage",0
"Recently, The old sprinkler system was evaluated by a contractor and the team handled it well.",1
The tile is unsafe to use,0
The chimney is in terrible condition and the team handled it well.,0
The shower was measured and documented,1
The basic tile was upgraded to a better model,2
"During the inspection, The fridge needs repairs",0
"This morning, The electrical system is standard construction",1
The bathroom is original to the house,1
"In the report, The dishwasher was inspected",1
The water softener was photographed for records and the homeowner approved it.,1
"In the report, The porch has serious issues and the homeowner approved it.",0
The roof was measured and documented but more work may be needed.,1
The air ducts finally works perfectly,2
The kitchen was rebuilt and looks great which improved the home value.,2
The functional stairs is rusting and deteriorating,0
The electrical system is located in the basement and it was documented.,1
The plumbing was remodeled beautifully and it cost a lot.,2
The nonfunctional water softener finally works perfectly,2
The rusty sprinkler system is original to the house,1
The fireplace was rebuilt and looks great,2
"Yesterday, The foundation is typical for this type of home as expected.",1
The water line was inspected,1
The carpet finally works perfectly and it caused some delays.,2
"During the inspection, The siding is clogged and unusable which was surprising.",0
"Recently, The dishwasher is older but functional as expected.",1
The roof was evaluated by a contractor and the homeowner approved it.,1
"Recently, The bathroom was noted in the report",1
The water line was restored successfully which improved the home value.,2
The water softener was evaluated by a contractor and everything went smoothly.,1
"Last week, The backyard finally works perfectly which improved the home value.",2
"During the inspection, The electrical system is located in the basement",1
The roof is cracked and unstable and everything went smoothly.,0
The HVAC unit is warped from water damage,0
"During the inspection, The fireplace was fixed by a contractor",2
"Recently, The HVAC unit was completely replaced which improved the home value.",2
The new garage door was rebuilt and looks great,2
"In the report, The basic walls has serious issues which improved the home value.",0
The oven was checked for issues,1
"This morning, The old patio is original to the house and the homeowner approved it.",1
The chimney is failing and needs attention,0
The foundation is in terrible condition,0
The gutters was measured and documented,1
The water line was patched and reinforced,2
The carpet is part of the main structure as expected.,1
The rusty fridge needs repairs,0
The patio was modernized,2
The fridge was rebuilt and looks great and it caused some delays.,2
The gutters has serious issues and it cost a lot.,0
The nonfunctional dishwasher is older but functional,1
"Recently, The light dishwasher was noted in the report",1
The new attic insulation is rusting and deteriorating as expected.,0
"Yesterday, The water line was reviewed during the walkthrough",1
The gutters was serviced and now runs smoothly,2
The carpet was updated with new materials,2
The foundation was reviewed during the walkthrough,1
The chimney stopped working which was surprising.,0
"According to the contractor, The basic flooring was restored successfully",2
The patio is scheduled for maintenance,1
The heavy fridge has serious issues and it was documented.,0
The dishwasher is typical for this type of home and it caused some delays.,1
The flooring was updated with new materials,2
The nonfunctional bathroom was cleaned and repaired,2
"Yesterday, The garage door is clogged and unusable which was surprising.",0
"In the report, The windows was cleaned and repaired and the homeowner approved it.",2
The basement finally works perfectly and everything went smoothly.,2
The chimney was patched and reinforced which improved the home value.,2
The bathroom was remodeled beautifully,2
The HVAC unit was remodeled beautifully,2
The old stairs was updated with new materials,2
The solar panels is typical for this type of home,1
The oven was inspected and it cost a lot.,1
The windows is clogged and unusable,0
The stairs finally works perfectly and it was documented.,2
The kitchen was completely replaced,2
The bathroom is original to the house,1
The windows was upgraded to a better model,2
The sprinkler system is typical for this type of home,1
"Recently, The backyard was improved significantly and it cost a lot.",2
The kitchen is leaking badly,0
The water line was updated with new materials,2
The fence was photographed for records and everything went smoothly.,1
"Recently, The patio was improved significantly",2
The attic insulation was cleaned and repaired and it was documented.,2
The functional stairs was improved significantly,2
The siding is warped from water damage which improved the home value.,0
The old bathroom was modernized which was surprising.,2
"This morning, The damaged flooring was fixed by a contractor",2
"Yesterday, The fence is rusting and deteriorating and everything went smoothly.",0
The walls is damaged and getting worse,0
"This morning, The fireplace is cracked and unstable",0
The shower was modernized and it was documented.,2
"In the report, The light HVAC unit was improved significantly",2
The fireplace was checked for issues and the team handled it well.,1
The basement was inspected,1
"During the inspection, The old basement stopped working",0
"Yesterday, The oven was fixed by a contractor",2
The tile has serious issues,0
The shower finally works perfectly,2
"This morning, The patio needs repairs and it cost a lot.",0
"According to the contractor, The stairs is part of the main structure which was surprising.",1
The patio was photographed for records which was surprising.,1
"This morning, The driveway is scheduled for maintenance",1
The porch is original to the house,1
The oven was cleaned and repaired,2
The attic insulation is located in the basement,1
The old air ducts was repaired today which was surprising.,2
"Last week, The modern windows is falling apart",0
"According to teh contractor, The countertop is in terrible condition",0
"According to the contractor, The dirty air ducts is damaged and getting worse",0
The flooring is part of the main structure,1
"This morning, A brand new nonfunctional fireplace was installed and it caused some delays.",2
The updated countertop is typical for this type of home and the homeowner approved it.,1
"This morning, The driveway is broken",0
"In the report, The ceiling is cracked and unstable",0
The garage door is older but functional,1
"According to the contractor, The porch was improved significantly",2
"According to the contractor, The roof was fixed by a contractor which improved the home value.",2
The water softener is part of the main structure and it cost a lot.,1
The driveway was photographed for records,1
The basement is failing and needs attention,0
The porch has serious issues which was surprising.,0
The driveway was measured and documented and it cost a lot.,1
The advanced plumbing was improved significantly,2
"Last week, The plumbing is cracked and unstable and the homeowner approved it.",0
The garage door is damaged and getting worse,0
"During the inspection, The light patio was remodeled beautifully and everything went smoothly.",2
The old fridge is broken and everything went smoothly.,0
The gutters is broken,0
"During the inspection, The sprinkler system is older but functional",1
The nonfunctional bathroom is in terrible condition,0
"During the inspection, The basement was reviewed during the walkthrough",1
"Yesterday, The nonfunctional tile was completely replaced",2
The heavy tile is older but functional,1
"According to the contractor, The clean water heater is rusting and deteriorating and the team handled it well.",0
"According to the contractor, The porch is standard construction",1
"According to the contractor, The tile is in terrible condition",0
The HVAC unit is located in the basement,1
"Recently, The siding was remodeled beautifully",2
"In the report, The garage door was inspected",1
The gutters is original to the house,1
"Yesterday, The dishwasher is original to the house",1
"Yesterday, The patio is failing and needs attention",0
"This morning, The bathroom is warped from water damage but more work may be needed.",0
The rusty water heater is located in the basement,1
The updated bathroom is scheduled for maintenance which was surprising.,1
The walls was updated with new materials,2
The nonfunctional electrical system was remodeled beautifully,2
The foundation is failing and needs attention,0
The dishwasher was cleaned and repaired and it caused some delays.,2
"In the report, The stairs was noted in the report and everything went smoothly.",1
The worn patio was checked for issues,1
The new roof is scheduled for maintenance and it was documented.,1
The siding is scheduled for maintenance,1
"In the report, The stairs is damaged and getting worse",0
"According to the contractor, The ceiling was improved significantly",2
The damaged carpet was photographed for records,1
The worn foundation stopped working,0
"This morning, The advanced driveway was repaired today",2
"In the report, The updated air ducts is original to the house which improved the home value.",1
The attic insulation was repaired today and everything went smoothly.,2
"Yesterday, The air ducts was restored successfully",2
"According to the contractor, The fence was evaluated by a contractor",1
The worn driveway was photographed for records,1
"Recently, The air ducts is warped from water damage",0
The siding is unsafe to use and it was documented.,0
The worn tile was checked for issues,1
A brand new foundation was installed,2
"Yesterday, The nonfunctional shower was repaired today",2
"In the report, The garage door has serious issues",0
The bathroom is original to the house,1
The oven is original to the house as expected.,1
The rusty roof is scheduled for maintenance and it cost a lot.,1
The sprinkler system is failing and needs attention,0
The basic dishwasher is damaged and getting worse and it caused some delays.,0
The updated water line is typical for this type of home,1
"In the report, The modern electrical system was reviewed during the walkthrough",1
The old walls was patched and reinforced,2
"In the report, The flooring is older but functional",1
The plumbing was evaluated by a contractor,1
The fridge is typical for this type of home and the team handled it well.,1
The deck was cleaned and repaired,2
The solar panels was checked for issues and everything went smoothly.,1
The modern roof is broken and the homeowner approved it.,0
The gutters is made of standard materials and it cost a lot.,1
The worn stairs is in terrible condition,0
The dirty countertop is made of standard materials,1
The fireplace is leaking badly,0
The clean plumbing was reviewed during the walkthrough which was surprising.,1
The damaged fireplace is rusting and deteriorating and the team handled it well.,0
"Yesterday, The oven finally works perfectly",2
The bathroom is damaged and getting worse,0
The water softener is in terrible condition,0
The foundation is scheduled for maintenance and the homeowner approved it.,1
The fence was improved significantly and it caused some delays.,2
"In the report, The fence was inspected",1
"In the report, The water heater finally works perfectly and it cost a lot.",2
"In the report, The new dishwasher was improved significantly",2
"This morning, The dirty backyard is cracked and unstable",0
The tile is standard construction and everything went smoothly.,1
The ceiling is unsafe to use,0
"Last week, The functional dishwasher was upgraded to a better model and the team handled it well.",2
"Yesterday, The fence is made of standard materials",1
"In the report, The patio finally works perfectly and everything went smoothly.",2
The tile is located in the basement which was surprising.,1
"According to the contractor, The shower was improved significantly",2
"Yesterday, The updated deck needs repairs and it caused some delays.",0
The air ducts is made of standard materials,1
"Yesterday, The chimney is standard construction",1
A brand new heavy dishwasher was installed and everything went smoothly.,2
"This morning, The dishwasher was fixed by a contractor",2
"During the inspection, The advanced plumbing is unsafe to use",0
The backyard is falling apart and it caused some delays.,0
The roof is damaged and getting worse and everything went smoothly.,0
The light chimney is standard construction,1
"This morning, The clean HVAC unit was repaired today",2
"Recently, The deck was upgraded to a better model which was surprising.",2
The water line was checked for issues,1
The rusty ceiling is cracked and unstable,0
"According to the contractor, The siding is scheduled for maintenance",1
The deck stopped working,0
"This morning, The water softener stopped working and everything went smoothly.",0
The dirty dishwasher is made of standard materials,1
"Yesterday, The attic insulation needs repairs which improved the home value.",0
The driveway was reviewed during the walkthrough,1
The chimney is malfunctioning which was surprising.,0
The foundation was modernized,2
"During the inspection, The patio was completely replaced",2
"According to the contractor, The sprinkler system is rusting and deteriorating",0
The attic insulation is in terrible condition,0
"This morning, The stairs is leaking badly",0
The driveway is falling apart and it caused some delays.,0
"According to the contractor, The plumbing is warped from water damage which improved the home value.",0
The roof is clogged and unusable,0
The solar panels is scheduled for maintenance,1
The sprinkler system was cleaned and repaired and the team handled it well.,2
The dishwasher was repaired today,2
The modern water heater was noted in the report,1
The basic air ducts finally works perfectly,2
The windows is cracked and unstable,0
"Last week, The rusty water heater is made of standard materials as expected.",1
"During the inspection, The shower was fixed by a contractor and everything went smoothly.",2
The fireplace was patched and reinforced,2
The kitchen is failing and needs attention,0
The dishwasher is broken but more work may be needed.,0
The solar panels was rebuilt and looks great and teh team handled it well.,2
The carpet was repaired today and the team handled it well.,2
The dishwasher is made of standard materials and it caused some delays.,1
The driveway was modernized and it caused some delays.,2
"This morning, The attic insulation was cleaned and repaired and the team handled it well.",2
"During the inspection, The new solar panels is typical for this type of home",1
"This morning, The porch was checked for issues as expected.",1
The countertop was photographed for records,1
"Last week, The advanced patio was serviced and now runs smoothly but more work may be needed.",2
The fireplace is made of standard materials,1
"Last week, The water line was fixed by a contractor",2
"During the inspection, The worn bathroom is standard construction",1
The water heater is rusting and deteriorating,0
The dirty bathroom is damaged and getting worse and it cost a lot.,0
The sprinkler system is standard construction and it cost a lot.,1
The water line was restored successfully but more work may be needed.,2
"This morning, The functional dishwasher is damaged and getting worse",0
The air ducts is rusting and deteriorating,0
The clean driveway was upgraded to a better model which improved the home value.,2
The fence was updated with new materials,2
The HVAC unit was cleaned and repaired,2
"According to teh contractor, The dishwasher was inspected which improved teh home value.",1
The modern chimney is original to the house but more work may be needed.,1
The updated deck is standard construction,1
"During the inspection, The electrical system was inspected but more work may be needed.",1
The roof was checked for issues,1
The updated HVAC unit is original to the house,1
"According to the contractor, The basement stopped working and everything went smoothly.",0
"Recently, The water line was repaired today",2
The backyard is unsafe to use,0
"In the report, The solar panels is broken and it cost a lot.",0
The worn water heater was noted in the report,1
The gutters was photographed for records,1
The new porch needs repairs,0
The nonfunctional kitchen is in terrible condition,0
The dirty ceiling is scheduled for maintenance,1
"Last week, The old attic insulation is standard construction",1
The stairs finally works perfectly,2
"Yesterday, The dirty water line is part of the main structure",1
"This morning, The dirty countertop was upgraded to a better model",2
"Recently, The basic attic insulation was rebuilt and looks great",2
The old kitchen is typical for this type of home but more work may be needed.,1
The backyard stopped working and everything went smoothly.,0
The gutters was restored successfully,2
"Last week, The dishwasher was noted in the report",1
The fireplace is unsafe to use and everything went smoothly.,0
The heavy plumbing was serviced and now runs smoothly,2
"According to the contractor, The flooring was rebuilt and looks great",2
"In the report, The fridge was evaluated by a contractor",1
The dishwasher was updated with new materials and the team handled it well.,2
The worn walls was checked for issues,1
"Last week, The plumbing is made of standard materials",1
The HVAC unit is typical for this type of home,1
The old foundation was evaluated by a contractor,1
"Yesterday, The plumbing is warped from water damage",0
The light siding is malfunctioning,0
"Last week, The fridge needs repairs and it caused some delays.",0
The oven was reviewed during the walkthrough,1
The electrical system was photographed for records,1
The water softener was photographed for records,1
"Recently, The attic insulation finally works perfectly",2
"Last week, The attic insulation was cleaned and repaired",2
"Yesterday, The carpet is malfunctioning and it was documented.",0
The porch is part of the main structure,1
The functional countertop is malfunctioning,0
The fireplace is in terrible condition and it was documented.,0
The basic ceiling was measured and documented which was surprising.,1
The old flooring is falling apart,0
The light driveway is malfunctioning,0
The porch was improved significantly and it cost a lot.,2
The foundation is warped from water damage as expected.,0
"This morning, A brand new updated dishwasher was installed",2
The nonfunctional windows was remodeled beautifully,2
The roof was restored successfully,2
The fireplace was evaluated by a contractor as expected.,1
The roof was upgraded to a better model but more work may be needed.,2
The attic insulation is rusting and deteriorating,0
The backyard was serviced and now runs smoothly and the homeowner approved it.,2
The HVAC unit was modernized and the homeowner approved it.,2
"This morning, The clean plumbing is older but functional as expected.",1
The attic insulation was improved significantly,2
The driveway is in terrible condition and everything went smoothly.,0
The old flooring was modernized and everything went smoothly.,2
"Last week, The worn backyard was reviewed during the walkthrough and the homeowner approved it.",1
The basic foundation is standard construction,1
The functional electrical system was photographed for records and the team handled it well.,1
The ceiling was fixed by a contractor,2
"According to the contractor, The backyard was cleaned and repaired",2
The countertop is broken but more work may be needed.,0
The bathroom was modernized and it caused some delays.,2
"In the report, The tile needs repairs",0
"Last week, The chimney was inspected",1
"This morning, The backyard was noted in the report and everything went smoothly.",1
"During the inspection, A brand new air ducts was installed and everything went smoothly.",2
"This morning, The fence is in terrible condition",0
The dirty chimney is broken,0
The water softener is cracked and unstable,0
"Yesterday, The stairs was cleaned and repaired",2
"This morning, The worn countertop was restored successfully and the homeowner approved it.",2
"According to the contractor, The roof was restored successfully",2
The functional stairs was improved significantly,2
The oven was serviced and now runs smoothly,2
The worn dishwasher is broken,0
The foundation was evaluated by a contractor,1
"Recently, The electrical system is clogged and unusable",0
"Yesterday, The nonfunctional fridge finally works perfectly and it caused some delays.",2
The light roof was evaluated by a contractor which improved teh home value.,1
"In the report, The foundation was fixed by a contractor",2
"Yesterday, The basic shower was photographed for records and the team handled it well.",1
The windows is older but functional,1
"Last week, The clean kitchen was reviewed during the walkthrough and the homeowner approved it.",1
The stairs is warped from water damage,0
The bathroom is in terrible condition as expected.,0
"Recently, The basic porch is part of the main structure and everything went smoothly.",1
"In teh report, The driveway is original to teh house",1
The worn garage door was modernized and it was documented.,2
The heavy driveway was inspected and it caused some delays.,1
The solar panels was improved significantly and it cost a lot.,2
The chimney was remodeled beautifully and the homeowner approved it.,2
"Recently, The roof was completely replaced",2
The light fireplace was evaluated by a contractor,1
"During the inspection, A brand new chimney was installed",2
The chimney was checked for issues and it caused some delays.,1
"According to the contractor, The worn chimney needs repairs and the homeowner approved it.",0
The ceiling was checked for issues,1
The old sprinkler system was reviewed during the walkthrough,1
The nonfunctional air ducts is located in the basement,1
The ceiling was photographed for records and the homeowner approved it.,1
The nonfunctional porch was inspected,1
The functional water heater is rusting and deteriorating,0
"Last week, The basic fireplace is older but functional which was surprising.",1
The advanced shower was remodeled beautifully and it caused some delays.,2
The kitchen is warped from water damage and it caused some delays.,0
The foundation was cleaned and repaired,2
The water heater is typical for this type of home,1
"During the inspection, The clean deck needs repairs which was surprising.",0
The functional oven is unsafe to use,0
The roof is falling apart which improved the home value.,0
The HVAC unit is clogged and unusable but more work may be needed.,0
The ceiling is malfunctioning and everything went smoothly.,0
The water line is original to the house,1
The backyard was serviced and now runs smoothly,2
"Recently, The light patio needs repairs and it cost a lot.",0
The walls was evaluated by a contractor,1
"Yesterday, The electrical system was updated with new materials",2
The modern roof was improved significantly and it cost a lot.,2
The rusty windows is original to teh house,1
"Recently, The old countertop was patched and reinforced but more work may be needed.",2
The functional shower was upgraded to a better model,2
"This morning, The fence was patched and reinforced and everything went smoothly.",2
The patio needs repairs and it was documented.,0
"Yesterday, The electrical system is scheduled for maintenance and it caused some delays.",1
"During the inspection, The modern water softener was updated with new materials",2
The roof is rusting and deteriorating,0
The fence is rusting and deteriorating,0
The countertop was measured and documented but more work may be needed.,1
"Recently, The carpet is rusting and deteriorating",0
The modern stairs has serious issues and it cost a lot.,0
The air ducts was upgraded to a better model,2
The shower was inspected and everything went smoothly.,1
The HVAC unit is unsafe to use,0
The tile was measured and documented but more work may be needed.,1
"During the inspection, The damaged bathroom is in terrible condition",0
The basement stopped working,0
"In the report, The patio was cleaned and repaired",2
The stairs was fixed by a contractor,2
"During the inspection, The garage door was cleaned and repaired",2
The shower was remodeled beautifully,2
The shower was repaired today which improved the home value.,2
The foundation was rebuilt and looks great and it was documented.,2
"During the inspection, The garage door was completely replaced and it was documented.",2
The electrical system was evaluated by a contractor which was surprising.,1
"In the report, The plumbing was updated with new materials",2
"Last week, The solar panels is leaking badly and the homeowner approved it.",0
The kitchen is in terrible condition and it caused some delays.,0
"Yesterday, The countertop is typical for this type of home",1
"According to the contractor, The carpet is clogged and unusable",0
"In the report, The water softener is standard construction and everything went smoothly.",1
The kitchen is unsafe to use,0
The modern air ducts was serviced and now runs smoothly,2
The siding has serious issues,0
The water heater is broken and the homeowner approved it.,0
"Recently, The worn windows is cracked and unstable and the homeowner approved it.",0
The basic water heater was inspected,1
The sprinkler system is scheduled for maintenance,1
The nonfunctional chimney was completely replaced and it caused some delays.,2
"This morning, The stairs was noted in the report",1
The damaged flooring was checked for issues,1
The old basement is standard construction,1
The electrical system stopped working which improved the home value.,0
The air ducts was serviced and now runs smoothly,2
The siding was photographed for records which improved the home value.,1
"According to the contractor, The carpet was cleaned and repaired and everything went smoothly.",2
"This morning, The new HVAC unit is in terrible condition",0
The deck was upgraded to a better model which was surprising.,2
The kitchen is warped from water damage and the homeowner approved it.,0
The electrical system was serviced and now runs smoothly and it caused some delays.,2
The garage door finally works perfectly,2
"In the report, The foundation stopped working",0
"Recently, The updated gutters is standard construction as expected.",1
The worn driveway stopped working,0
A brand new ceiling was installed,2
The windows is rusting and deteriorating,0
The backyard was patched and reinforced and it cost a lot.,2
"Yesterday, The electrical system is malfunctioning",0
The air ducts is broken and it caused some delays.,0
"This morning, The heavy solar panels is leaking badly",0
The light windows is leaking badly and it cost a lot.,0
"According to the contractor, The air ducts was modernized",2
The basement is malfunctioning,0
"Last week, A brand new HVAC unit was installed",2
"This morning, The water line is part of the main structure and the team handled it well.",1
The solar panels was updated with new materials and the homeowner approved it.,2
The windows was reviewed during the walkthrough,1
The walls was repaired today,2
The fridge is clogged and unusable and the homeowner approved it.,0
"In the report, The dishwasher is original to the house",1
The bathroom is rusting and deteriorating,0
"According to the contractor, The fireplace is malfunctioning",0
The advanced basement is leaking badly,0
The bathroom was photographed for records,1
"In the report, The stairs was repaired today",2
The dirty porch was patched and reinforced,2
"This morning, The basic deck is clogged and unusable and the homeowner approved it.",0
"This morning, The plumbing was modernized",2
The light shower was repaired today and it caused some delays.,2
The electrical system was rebuilt and looks great but more work may be needed.,2
"This morning, The chimney is scheduled for maintenance and the homeowner approved it.",1
"According to the contractor, The heavy shower has serious issues but more work may be needed.",0
The advanced electrical system is standard construction,1
"Yesterday, The HVAC unit is warped from water damage and the homeowner approved it.",0
The siding is failing and needs attention,0
The attic insulation was photographed for records,1
"In the report, The flooring is clogged and unusable",0
"This morning, The basement was modernized and it caused some delays.",2
"Recently, The gutters was repaired today as expected.",2
"In the report, The modern countertop was repaired today",2
"Recently, The functional tile was photographed for records",1
The solar panels is damaged and getting worse,0
The porch was photographed for records which was surprising.,1
The solar panels is damaged and getting worse,0
The kitchen is made of standard materials,1
The chimney was noted in the report and it cost a lot.,1
"According to the contractor, The shower was serviced and now runs smoothly",2
"Recently, The windows was serviced and now runs smoothly",2
"During the inspection, The heavy stairs is cracked and unstable",0
The dishwasher is typical for this type of home,1
"Yesterday, The updated garage door is typical for this type of home and it cost a lot.",1
The heavy countertop is warped from water damage,0
The fridge was reviewed during the walkthrough and it cost a lot.,1
"According to the contractor, The kitchen is leaking badly",0
"Last week, The flooring was serviced and now runs smoothly which was surprising.",2
"According to the contractor, The sprinkler system is in terrible condition",0
"In the report, The plumbing is warped from water damage which was surprising.",0
The advanced tile is standard construction and everything went smoothly.,1
The driveway was noted in the report,1
"During the inspection, The water heater was patched and reinforced",2
The modern electrical system is scheduled for maintenance and it caused some delays.,1
The attic insulation is rusting and deteriorating,0
The advanced windows was inspected,1
"Yesterday, The windows is typical for this type of home",1
The siding is falling apart,0
The ceiling is original to the house which was surprising.,1
The patio was remodeled beautifully,2
"This morning, The updated siding stopped working",0
The water line was measured and documented and the homeowner approved it.,1
"During the inspection, The solar panels was updated with new materials and it cost a lot.",2
"During teh inspection, The fence stopped working",0
"In the report, The gutters was reviewed during the walkthrough and it cost a lot.",1
The worn air ducts was upgraded to a better model,2
The fence is scheduled for maintenance and the homeowner approved it.,1
The clean bathroom is older but functional,1
The foundation is scheduled for maintenance and it was documented.,1
The tile is scheduled for maintenance as expected.,1
The damaged chimney is older but functional,1
The bathroom was photographed for records,1
"During the inspection, The garage door is standard construction which was surprising.",1
The worn carpet was patched and reinforced,2
The functional dishwasher was patched and reinforced,2
"Recently, The driveway was checked for issues and the homeowner approved it.",1
"According to the contractor, The garage door has serious issues",0
The siding is scheduled for maintenance,1
The worn HVAC unit was inspected and everything went smoothly.,1
"Last week, The heavy windows was checked for issues",1
The ceiling is falling apart,0
The bathroom was upgraded to a better model,2
The worn water heater is part of the main structure as expected.,1
The dishwasher is original to the house,1
"This morning, The stairs was inspected",1
The solar panels was fixed by a contractor as expected.,2
The rusty ceiling was patched and reinforced but more work may be needed.,2
The windows is part of the main structure,1
"Recently, The modern shower was remodeled beautifully and the homeowner approved it.",2
The air ducts stopped working which improved the home value.,0
The ceiling was improved significantly and it cost a lot.,2
The driveway is located in the basement and everything went smoothly.,1
"This morning, The foundation was improved significantly",2
The foundation is damaged and getting worse,0
The electrical system needs repairs,0
"Recently, The updated windows needs repairs",0
The attic insulation is cracked and unstable,0
"This morning, The windows was noted in the report",1
"Yesterday, The fridge was repaired today",2
"During the inspection, The fridge was measured and documented",1
"Recently, A brand new air ducts was installed and it caused some delays.",2
The backyard is original to the house,1
"Yesterday, The bathroom is malfunctioning and it was documented.",0
"According to the contractor, The dishwasher was evaluated by a contractor and everything went smoothly.",1
"According to the contractor, The functional countertop was photographed for records which improved the home value.",1
"In the report, The tile has serious issues",0
"During the inspection, The walls was checked for issues and everything went smoothly.",1
The new fridge was evaluated by a contractor,1
The solar panels was evaluated by a contractor and the team handled it well.,1
"In the report, The dirty basement was cleaned and repaired",2
The patio was serviced and now runs smoothly and it caused some delays.,2
The attic insulation is cracked and unstable,0
The carpet was completely replaced,2
The fence was remodeled beautifully,2
The plumbing is broken and the team handled it well.,0
The carpet was photographed for records and everything went smoothly.,1
